,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Silverleaf Poison,-0.39027238,-0.5062381,0.5231827,0.917098,0.7821661,-0.2965672,0.81370115,-0.47519892,-0.28320798,-0.77581626,-0.6069769,0.4597958,0.53729403,-0.6423398,1.4360137,0.61068946
Amber Watcher,-0.15528226,-0.72843486,-0.016732138,-0.1194167,0.27370247,1.5570525,1.2198781,-0.33490473,-0.55807585,0.12659118,-0.6283816,0.75399846,0.46523857,0.19363132,-0.33514696,-0.26312184
Sprint,-0.6956921,-0.90198064,0.6118936,0.972522,0.32484567,-0.43762738,0.7981714,-0.3376798,-0.18712987,-0.27997288,-0.9289691,0.19733852,0.37945068,-0.73016846,0.6641216,0.15156125
Flight of the Bronze,-0.6723508,-0.8492302,0.020280546,-0.3029773,0.39700422,1.7791381,1.2492517,-0.37184137,-0.34832245,-0.241551,-0.81379,0.73361295,0.52407837,0.10888274,-0.3550999,0.020957096
Wicked Shipment,0.31592086,0.20665935,0.38520524,-0.25787726,-0.45599166,0.32748085,1.4923567,-0.366,-1.3981624,0.056745026,-0.40150207,-0.4733381,0.0783338,-1.3912212,0.12159094,0.8482455
Shadowstep,-0.7810689,-0.75617725,0.68559766,0.69025725,0.72019225,-0.35204253,0.55440086,-0.32727563,-0.05226082,-0.5319629,-0.8120977,-0.32984114,0.33609682,-0.72658306,0.5032393,0.032235652
Rimefang Sword,0.041970596,-1.34729,0.1638949,0.4068765,0.09693666,0.2864699,1.0778195,-0.1681233,0.14530861,-0.09761712,0.6986007,0.23699534,-0.24221404,-1.1728714,-1.0869496,0.1421257
Spammy Arcanist,0.49368307,-0.44383377,0.6913337,-0.13337578,0.37939212,0.44282913,0.53424394,0.4812506,-0.5090364,-0.50952536,-0.028793167,0.028136931,0.85196644,-0.21018094,-0.011201466,-0.10792183
Templar Captain,-0.17204905,-0.82145536,0.15523028,-0.07504839,0.8944737,1.6214913,0.7450759,-0.10523597,-0.11366435,-0.07835723,-0.8727999,0.648469,0.63993275,0.49157506,0.049703043,-0.1761932
Power Infusion,-0.37711748,-0.40827188,-0.05843144,0.10824721,0.32386282,-0.08095732,1.1741433,0.7119199,-0.022504438,-0.11196194,-0.45911202,-0.53757817,-0.06498224,0.009301631,-0.21793503,0.12877472
Miracle Growth,0.5706187,-0.68383694,0.83203053,-0.28897056,0.35859305,0.19598588,0.60863936,0.2797963,-0.38235128,-0.16973895,-0.14650851,-0.019373164,1.1446103,-0.14186531,0.110835575,-0.24531111
Heart of the Wild,0.79862356,-1.0119656,0.5007442,-1.138657,0.4831165,0.8331562,0.22620684,-0.10333079,-0.5154328,0.059193514,0.4717313,-0.52416235,1.0801214,-0.13676813,0.8009617,0.48736998
Savory Deviate Delight,-0.7644949,-0.6961016,0.62722766,0.6603842,0.7912836,-0.39905912,0.7219461,-0.36591977,-0.020817937,-0.47663167,-0.4446872,-0.03862108,0.46821046,-0.50354725,0.39980575,0.02853405
Insatiable Devourer,0.3104064,-0.48511785,0.41759557,0.045057397,0.5823549,0.086852394,0.511561,0.18715744,-0.33752227,0.0058868704,0.18949027,-0.06982348,1.3055933,-0.046847586,0.07853538,-0.042349394
Defender of Argus,0.10703383,0.098051,-0.06698226,0.05876524,0.5222629,0.09747399,1.0933625,-0.4705356,0.2810585,0.21748522,0.25115988,-0.018056056,0.031409025,-0.5585698,1.1015261,-0.010794398
Entitled Customer,0.9432505,0.0149130635,0.1374211,0.36976668,-0.08995847,-0.2939461,1.7675918,0.059489567,-1.3079464,-0.02091657,-0.034963235,-0.20023279,-0.01272246,-1.0674264,0.6697687,0.5850296
Murder Accusation,-0.57671833,-0.8209216,0.32890803,0.91268253,0.10334522,-0.32909057,0.7725176,-0.22034436,-0.2683796,-0.7256836,-0.8227382,0.19364457,0.46646315,-0.9523441,0.61387897,0.2310426
Marrow Manipulator,-0.0344058,-1.0081406,0.34051454,0.5300159,0.23234938,0.3131651,1.0357544,0.04728623,0.34217277,-0.06928823,0.8535846,0.13211238,0.13995199,-1.0267439,-0.91968435,0.4561846
Kalecgos,0.03110029,-0.620767,0.65397626,0.9811245,0.4928048,0.7062001,0.10469614,0.5521789,-0.48048696,0.876178,-0.35943374,-0.6243388,0.2340604,-0.5960832,-0.027896045,-0.25257596
"""Ragnaros Lightlord""",-0.038328387,-0.7720643,0.10593578,-0.110953055,0.3039893,1.4976072,1.1326442,-0.43222803,-0.24852645,0.13883363,-0.77628624,0.61863464,0.23821564,0.42492777,-0.12646097,0.10021096
Iceblood Tower,-0.20057788,-0.23374724,0.27040517,0.7704377,0.77209353,1.0580313,0.028238805,0.6246895,-0.5053072,0.67931485,-0.5764654,-0.48171502,0.16365263,-0.84148943,-0.45157358,-0.102380686
Shooting Star,0.51847726,-0.3781785,0.39565596,0.9362498,0.37559435,0.80081695,0.41570127,0.16258842,-0.57257116,0.9609748,-0.50905555,-1.1855936,-0.18321864,-0.49769816,0.1815829,-0.6858357
Razorfen Beastmaster,0.7555611,-0.9885692,-0.69209415,-0.34942496,0.28308904,0.3842212,1.0079939,-0.15595016,0.7720549,0.5305818,-0.68008494,-0.13286056,-0.25702646,-1.3279532,0.40818736,0.13481314
Acolyte of Pain,-0.73193485,-0.67124987,0.44810742,-0.31141573,0.71552724,0.30552998,0.90356356,-0.53386664,-0.16394155,1.1863601,0.21570206,0.0942224,-0.08215283,-0.035282668,-0.18905401,-0.20975621
Beaming Sidekick,0.28272867,-0.8594981,0.4044243,-1.5294544,0.5981499,0.4699395,0.5325938,0.11781043,0.010391818,0.61397636,0.57485497,-0.610581,0.5502037,-0.4270391,1.2058729,0.08127266
Gift of the Naaru,-0.3152325,-0.58233434,0.058681794,0.11202309,0.71321064,-0.27397978,1.1802402,1.0082345,-0.41394797,-0.22356184,-0.5110667,-0.8025113,-0.13788791,0.13222975,-0.5207347,0.19336633
Amalgam of the Deep,-0.16757843,0.19299251,0.13221036,0.16547535,0.6295842,0.6573909,1.0295668,-0.36689368,0.2691109,-0.18169971,0.5257879,-0.18203734,0.22209655,-0.05592445,0.048660744,0.073082924
Maelstrom Portal,0.55594766,0.13047768,0.42868063,-0.001103182,0.6266018,0.84133124,1.0825713,-0.7332704,-0.18644547,0.09691977,-0.09788749,-0.20216742,-0.38103494,-0.04549886,0.6169743,0.85487753
Ironbeak Owl,-0.13388942,-0.28730634,-0.079904996,0.3908456,0.1553294,0.32045746,0.58258647,-0.040703114,0.096429035,0.37902948,0.33042747,-0.673409,0.9771097,-0.3417131,-0.23901014,0.0061041326
Haunting Nightmare,-0.5737107,-0.55657727,-0.16936088,-0.41912442,0.4340739,0.51050377,1.3582067,0.8016507,0.073259294,-0.83462334,0.21749957,-1.4809246,-0.4045031,-0.3470595,-0.0010103645,0.25582483
Candleshot,-0.31036085,-0.7533363,-0.7840443,-0.13825184,1.0568497,-0.01803427,0.0962604,-0.47088462,-0.72191167,0.20700191,0.115831755,-0.7605723,1.1409863,-0.9419975,-0.36660972,0.7132377
Shadow Word: Ruin,-0.4005719,-0.43755677,0.20649129,0.0071036634,0.68995327,-0.1309206,1.1560295,0.98643553,-0.34084883,-0.13474533,-0.49725854,-0.784138,-0.09352745,0.097503334,-0.45369515,0.07693742
Widowbloom Seedsman,0.636182,-0.64059955,0.8644473,-0.32312986,0.45210695,0.24485981,0.5218742,0.2917029,-0.48646122,-0.5598279,-0.034558263,-0.06681265,1.0473824,-0.3767441,0.14226477,-0.18760867
Voidgill,0.08018448,0.8327013,0.86427903,-0.41223806,0.532107,1.3169835,1.8508176,-1.2098027,-0.589111,-0.024814561,-0.11696175,-0.50143516,-0.7388435,-0.42718217,0.5515067,0.50151145
Conch's Call,0.21246971,-0.47297302,-0.7128695,0.29381055,0.91401786,0.14691591,0.20988558,-0.83018816,-0.70752686,-0.18139131,-0.3400746,-0.8623907,1.1817015,-0.3261452,-0.44260308,0.92939764
Invincible,9.996125e-06,-0.016102256,0.05379833,0.3519208,-0.105346635,-0.23473442,1.2525659,0.44766235,0.04902532,-0.110699646,-0.08820612,-0.34605226,0.11468314,-0.32357746,0.32841456,0.6078453
Wing Commander Mulverick,0.5178335,-0.720037,0.6732051,-0.5532753,0.24433134,0.41086015,0.53424203,0.372616,-0.3680156,-0.42353913,0.17715111,-0.08907852,1.2262236,-0.13659942,-0.043947235,0.2383982
Truesilver Champion,0.07852962,-1.1348612,-0.41477203,-0.5566762,0.5131257,1.7761865,0.997248,-0.04658078,0.10331285,0.089929566,-0.9458982,0.15442309,0.18448512,0.5403634,0.21902218,0.23211737
Emergency Maneuvers,0.31756818,-0.68096155,-0.84036994,0.4953171,0.91907805,-0.019853106,0.27593344,-0.58586067,-0.8115511,-0.06622866,0.052974146,-1.0769541,1.0136523,-0.43876904,-0.55417675,1.013387
Tomb Pillager,-0.5272891,-0.60812527,0.61893976,0.70699847,0.6073213,-0.0897167,0.5441738,-0.42994344,0.017926423,-0.55476743,-0.56835306,-0.15091632,0.40507156,-0.4033352,0.64794207,0.18242589
The Harvester of Envy,-0.34405968,-0.4851304,0.082620636,-0.08761492,0.42153388,-0.13492908,1.2691444,0.8535212,-0.25201032,0.23288545,-0.52043974,-0.7046693,-0.04119412,0.37250587,-0.29553136,0.09260853
Park Panther,0.66058624,-0.6133221,0.8751582,-0.4578375,0.5887049,0.456021,0.4114137,0.32462162,-0.440895,-0.8698992,0.04972228,-0.18332057,0.98436964,-0.4804502,0.05518957,-0.05987502
Green-Thumb Gardener,0.6479952,-0.63186234,0.8249948,-0.1880022,0.2761369,0.43733326,0.6479016,0.3912701,-0.4824383,-0.41246894,0.061560772,0.2239689,1.054085,-0.3464001,0.016214397,-0.15719247
Invigorating Sermon,-0.10763451,-1.1005619,-0.36596245,-0.061785918,0.6879271,2.3862104,1.3156854,-0.5803819,-0.085407145,-0.4855227,-1.2664031,0.5866971,0.5411176,0.15681112,0.08689976,0.47934312
Grand Magister Rommath,0.19241333,-0.6280806,0.59372365,1.0161396,0.4741016,0.808998,0.22050686,0.15428385,-0.30338445,0.47044924,-0.23385422,-0.9999719,-0.013757055,-0.8150899,-0.21681885,-0.7275184
Hematurge,-0.0054971203,0.23694861,0.3355491,0.21365806,0.6063538,0.2219706,1.0183238,-0.122013144,0.21023299,-0.033246662,0.039708346,-0.07877256,0.55796295,-0.59566915,-0.59978217,-0.100533605
Nerubian Swarmguard,-0.14003426,-0.39205548,0.38139412,0.25784373,0.047775317,0.3705115,1.2268707,-0.5382979,0.72429764,0.50281394,0.7661019,-0.5852701,0.51229453,-0.3391091,-0.20945983,0.40012518
Wither,0.19500482,-1.0945058,0.7197597,-0.7657925,0.30498078,0.513084,0.7809859,0.3087859,0.32308435,-0.21431299,1.2027124,-0.7227947,0.7685707,-0.380384,0.043470286,-0.08831175
Argent Protector,0.022363598,-0.8324844,-0.36115503,-0.27482748,0.73867875,2.062816,1.1891714,-0.21470302,0.027203135,-0.021505537,-1.033969,0.20294768,0.2731603,0.5630859,0.15045936,0.23451325
Frantic Hippogryph,0.041823685,-0.82338536,-0.019637963,-0.19851413,0.45024127,0.46303737,0.19437781,-0.36589742,-0.17082846,0.347668,0.40488634,-0.3726421,1.3102605,-0.22856088,-0.017629141,0.47945797
Freezing Trap,0.7229586,-0.6509732,-0.8336745,0.30556154,1.212816,0.16118725,0.19563477,-0.45791614,-0.7271155,-0.12215113,-0.05843402,-0.9133959,0.94868934,-0.16717608,-0.59238255,1.0959007
Crazed Wretch,-0.2264375,-1.1997867,0.3984369,-0.91500056,1.5013247,0.27387106,1.0640074,-0.7873364,-0.46801764,1.418217,0.8025479,-0.33667207,-0.22983868,-0.17272034,0.4017706,0.0008701337
Darkfallen Neophyte,-0.09067084,-0.04670832,0.36734048,0.23049508,0.20917642,0.15515615,1.4039183,-0.13583969,0.48940542,0.5013545,0.31441072,-0.3198567,0.56086934,-0.21974662,-0.31593826,-0.29448208
Sleepy Dragon,-0.08677,-0.57341033,0.37532014,-0.28767142,1.4945258,-0.15880743,1.078974,0.025056979,-0.8776292,0.47194743,0.2440326,0.44837165,0.033060428,0.19281043,0.36733106,-0.16278209
Guild Trader,0.93469673,-1.2861226,-0.47465172,0.14768727,0.30964968,0.3629367,0.91808873,0.14920315,0.63147,0.20335513,-0.16124462,-0.024401959,-0.35667726,-1.54283,-0.2858065,-0.35341147
Arid Stormer,0.6147721,0.26577044,0.6682042,0.2850382,0.77592653,0.8145957,1.3483883,-0.98375493,-0.03523903,0.0022247622,-0.052524637,-0.22218485,-0.5883185,-0.07917543,0.5403582,0.887307
Balinda Stonehearth,-0.26395562,-0.15543932,0.52953815,0.60662115,0.8114415,0.90038854,0.02975032,0.69779736,-0.46368036,0.6931904,-0.1269741,-0.26150241,0.28899607,-1.0648483,-0.067167245,0.15352677
Guff Runetotem,0.62249696,-0.761966,0.53159827,-0.7389568,0.49330652,0.4327863,0.46357968,-0.036510438,-0.16584559,-0.03323555,0.3671536,-0.25364104,0.8864395,-0.28322753,0.6118273,0.12789269
Murozond the Infinite,-0.11574172,-0.24798495,0.0024471527,0.20548718,0.52304983,0.17614701,1.153443,0.9645167,-0.08812662,0.03498983,-0.67684627,-0.53747916,0.059238996,0.43206993,-0.20281368,0.058338333
Glacial Advance,-0.014042084,-1.4424694,0.07258793,0.5709963,0.15112622,0.3016534,1.011564,-0.20483223,0.16775052,0.043142434,0.73046577,0.22197804,-0.013644314,-1.0772142,-1.1203815,0.050391853
Coldlight Seer,0.45954952,0.75101584,0.9202015,0.019178502,1.0345763,1.0635364,1.7191472,-1.168986,-0.16587038,0.1579213,-0.12849972,-0.6640662,-0.79520893,-0.10547315,0.5699264,0.9253757
Chaos Leech,1.2374074,-0.9938842,-0.8181717,-0.18272986,0.3991791,0.014883674,1.2979177,0.042199,0.83343256,0.380035,-0.66603595,-0.11698055,-0.09724668,-1.2943717,0.42711282,0.3570895
Kodo Mount,0.31075308,-0.6111447,0.7437324,-0.28463417,0.055606354,0.5052555,0.59060806,0.10846605,-0.59912235,-0.27625558,-0.086167574,0.3133862,0.8905789,-0.103352696,0.35136938,-0.09960816
Cornelius Roame,0.24320367,-0.57778597,0.5722528,-0.34157965,0.23390566,0.097351156,0.62354565,-0.16551737,0.039306536,0.19373682,0.47373208,-0.37320423,1.3317312,-0.11063231,0.42860642,0.4743718
Icehoof Protector,-0.09603287,-0.32001218,0.41251573,0.6022104,0.66832924,0.47561008,0.2340741,-0.07098628,-0.1856425,0.5984493,0.02157054,-0.3491598,0.18539986,-0.566161,0.27773857,-0.21220736
Inkveil Ambusher,-0.93876755,-0.5436812,0.5249194,0.95228267,0.79107463,-0.0876523,0.65366346,-0.21644937,0.09287128,-0.51746035,-0.81318295,-0.075191356,0.22965197,-0.82608074,0.58461154,-0.08632689
Snake Trap,-0.14067732,-0.69202405,-0.9071404,0.19717571,0.94747007,0.41048467,0.41542315,-0.86718774,-0.4599702,0.25711077,-0.070111915,-0.8660867,1.3719488,0.12013746,-0.3578529,0.7938396
Troll Centurion,1.1314006,-1.1967483,-0.7787758,-0.1991954,0.25966644,0.40365094,1.3204162,-0.16858245,0.87489504,0.69687706,-0.837313,-0.2085811,-0.31833568,-1.5444441,1.0424412,0.54550564
Frozen Buckler,-0.12825868,-0.5584303,0.12679808,-0.15760392,1.8556595,-0.07312241,1.2619274,-0.12442528,-0.7271391,0.2903857,0.49057928,0.66998047,-0.18738237,-0.061591797,0.41503584,-0.24392647
Tame Beast (Rank 1),0.40217558,-0.80670905,-0.8664831,-0.19279791,1.0755188,0.14647242,0.23338762,-0.71962154,-0.4334217,0.12844118,-0.046461016,-0.5766835,1.3347236,-0.2687821,0.008226807,0.8021286
Volcanomancy,0.36689505,-0.2328485,0.5953805,0.88467205,0.64127386,1.1892706,0.25552523,0.23131478,-0.57946616,0.8779693,-0.3700366,-0.68640494,0.16499747,-0.38039246,-0.15683734,-0.61225
Unliving Champion,0.7350851,0.028767984,0.29236472,0.36970013,0.59821343,0.29809272,1.113505,-0.23553473,0.2746392,0.12422335,-0.13216567,-0.19437216,-0.22091699,0.16117875,0.5737426,0.78296345
Deal with a Devil,1.288765,-0.9397327,-0.8835441,-0.16234826,0.50682044,0.13345101,1.3441074,0.20002069,0.8428411,0.15431236,-1.0722238,-0.26114306,0.0954501,-1.9637804,-0.0027250694,-0.063367195
Snowfall Guardian,1.3805194,0.074848734,0.73927444,0.659048,0.89907694,0.24951737,1.0449897,0.21125554,0.09706273,0.16807513,-0.15597022,-0.30973384,-0.24096423,-0.054205395,0.7398535,1.2193208
Yoink!,-0.18465228,-0.62304777,0.36319798,0.8708506,0.36739177,-0.056428555,0.6496953,-0.21916907,0.27264035,-0.7378573,-1.3118877,0.0932656,0.33598888,-0.9060301,1.016918,0.41928503
Injured Marauder,0.20856498,-0.1454773,-0.20555219,0.015173235,0.14789763,0.007241436,0.80277985,0.023543952,-0.06337975,0.4867927,-0.32211834,-0.30833253,0.7441369,-0.027984217,0.02468453,0.28468588
Firemancer Flurgl,0.4105041,0.35528722,1.1984001,0.23850474,0.98070043,1.0217605,1.4189509,-0.99319124,0.011638054,0.13975006,0.09286795,-0.508005,-0.61822253,0.2048541,0.41056636,0.9121532
Explosive Trap,0.5929055,-0.7596584,-0.70815796,0.5980664,1.2305595,0.15213285,0.05567611,-0.6862751,-0.559641,-0.36008614,-0.12943289,-1.3057709,0.88428056,-0.49237117,-0.52639586,0.6680885
Bloodied Knight,0.35332224,0.0455249,0.17592213,0.065002196,-0.3329935,0.11985782,1.2453891,-0.36449462,-1.3888721,0.33423603,-0.37456682,-0.58481175,0.01958949,-0.85339046,0.27797177,0.49544224
Flesh Behemoth,1.0310825,-0.05512877,0.05197718,0.29284814,-0.05180244,-0.17698343,1.2608323,0.40964976,-0.6589245,-0.13653812,-0.29184797,-0.10955053,0.018045118,-0.625016,0.7393276,0.60983515
Shard of the Naaru,-0.27154765,-0.5492086,0.06383732,0.11145508,0.560015,-0.18279125,1.1724913,0.99529004,-0.40957674,-0.13333076,-0.5820654,-0.73412174,-0.15142179,0.14080445,-0.49023467,0.21998316
Seascout Operator,-0.07273956,-0.18225253,-0.8523331,0.495714,0.3215248,1.2404023,0.6831505,-0.29151675,-0.45720112,1.2023919,-0.34144965,-1.2407548,0.79265904,0.5529737,0.29048553,-0.3332859
Dark Transformation,-0.40725908,-0.5197529,0.3803384,0.40319705,-0.17016351,0.16815571,1.3479884,-0.4866192,0.60104877,0.9053826,0.4095013,-0.25500867,0.62343776,-0.4974437,-0.11708569,0.07500389
Eversong Portal,0.63483155,-0.9365116,-1.066552,0.2455897,1.1665281,0.14937153,0.23884837,-0.62339556,-0.6964609,-0.33740455,0.38702807,-0.6640432,0.5734869,-0.5560142,-0.6747981,0.69627196
Brutal Annihilan,0.86871415,-0.6364874,-0.99717736,-0.080692105,0.32470462,0.41619384,1.1910594,-0.020867137,0.7749655,0.66186386,-0.7833068,-0.047488794,-0.07562264,-1.290465,0.2361337,0.27946582
Party Up!,-0.07371213,-0.7528209,-0.29952493,-0.026660906,0.6568103,1.4191201,0.5088509,-0.11114852,-0.23511738,0.11002271,-0.953204,0.19563988,0.35199323,0.25898638,-0.11766065,0.082670264
Repulsive Gargantuan,-0.15135944,-0.6976164,0.15551746,0.53937113,0.24265943,0.42851362,1.1250678,-0.10864578,0.25302956,0.00051094696,0.76638234,0.059963908,0.061695963,-1.01469,-0.8501953,-0.18649684
Piranha Poacher,0.3422769,0.28494722,0.5234005,-0.072469294,0.89515483,0.920675,1.2130255,-0.84544426,-0.027287863,0.119293064,0.04449731,-0.4399073,-0.59890187,-0.05921355,0.48452714,0.7937223
Embers of Strength,-0.6270945,-1.095173,0.124698445,-0.7476579,1.425641,0.2616892,1.1530508,-0.5601818,-0.8786745,1.3520852,0.75936073,-0.1219365,-0.23668672,-0.018658174,0.38898063,0.17929862
Cairne Bloodhoof,0.05176962,-0.4371022,-0.8333425,0.4399469,0.18319555,0.21054581,0.8139298,0.33629757,0.32929826,0.27363744,-0.7864327,0.07840652,0.6916184,0.18801776,-0.09149312,0.293281
Switcheroo,0.006714866,-0.8094629,-0.08966434,0.52431464,0.5296659,-0.017560422,1.1803637,1.1541185,-0.4108773,-0.528527,-0.40264553,-0.7666454,-0.28067303,0.31645644,-0.500616,0.44475952
Boneguard Commander,0.02874564,0.027044004,0.3599451,0.2236301,0.3723661,0.11532794,1.0867001,-0.103764996,0.35469884,0.3071312,-0.06335879,-0.06633325,0.6243731,-0.4845993,-0.5076171,-0.1697325
Razorglaive Sentinel,0.92854965,-1.0132772,-0.86362576,-0.56087023,0.32024676,0.37871528,1.1193318,-0.13207692,0.68754745,0.5316658,-0.64558494,-0.25388524,-0.25145254,-1.1835765,0.5579433,0.35296082
Death Strike,0.041158672,0.15804781,0.30694127,0.26409996,0.6337794,0.14674872,1.0376807,-0.07385986,0.25046524,0.089562,0.06699915,-0.096267045,0.54340667,-0.5759951,-0.63484246,-0.14102758
Plaguespreader,-0.43338934,-0.3690545,0.11427,-0.0033594244,0.55145586,-0.24682502,1.1734438,0.93015283,-0.28149167,-0.06454714,-0.53661925,-0.9341789,-0.050507013,-0.014349954,-0.31000566,0.10647494
Crimson Sigil Runner,0.78456724,-1.2980506,-0.5047496,-0.9504618,0.36464328,0.6493507,1.0011404,-0.3404484,1.0187588,0.8115421,-0.45047435,-0.4892975,-0.22390698,-1.0214438,0.9000469,0.263227
Murloc Tidecaller,0.30608493,0.79935694,1.0290718,-0.07254159,0.83197564,1.0442053,1.646086,-1.1994877,-0.36364383,-0.14032312,-0.16552475,-0.72283894,-0.6000244,-0.06347721,0.57111984,0.7193482
Cheesemonger,-0.679036,-0.47185966,0.5896902,0.84425724,0.67592466,-0.040760968,0.5646361,0.042548366,-0.06601663,-0.5667181,-0.84773207,-0.08024733,0.559176,-0.42857853,0.18659334,-0.220735
Rats of Extraordinary Size,-0.18344887,-0.41630903,-0.7402731,0.33094072,0.88136744,0.43778786,0.3902668,-0.8267267,-0.4576018,0.5153795,0.1115125,-0.9695076,1.3037307,-0.019077668,-0.2840321,0.83754253
Final Showdown,0.9176907,-1.1887958,-0.77830213,-0.27740613,0.41199,0.5682418,1.236989,-0.17627312,0.93728334,0.42910978,-1.040292,-0.04173009,-0.18857825,-1.8858384,0.58875966,0.06238426
Anima Extractor,-0.44383654,-1.20277,0.36152318,-0.89063525,1.5184232,0.2879644,0.9957571,-0.86217916,-0.7236132,1.2688805,0.8520032,-0.4045511,-0.22962643,-0.05749235,0.20959462,0.004703947
Vitality Surge,-0.25071985,-0.77548254,-0.16723701,-0.053207457,0.6644738,1.7270327,1.0258666,-0.23049228,-0.1845726,-0.109295756,-0.85701966,0.5259653,0.25865397,0.3419104,-0.10739,0.121669926
Double Agent,-0.8601995,-0.7758328,0.7337503,0.5337395,0.781562,-0.27597034,0.62129796,-0.40101346,0.024239115,-0.44699866,-0.7239797,-0.27606818,0.33768246,-0.48593667,0.43888655,-0.08395317
Cheaty Snobold,0.9292008,0.09895497,0.6164922,0.43871886,0.70865613,0.2360297,1.1048456,-0.014821795,0.13407654,-0.04083149,-0.20389897,-0.20561503,-0.27984253,0.16769223,0.6111686,0.88455325
Potion Belt,-0.8181102,-0.7594136,0.7401176,0.8083723,0.6924581,-0.24083038,0.56741345,-0.35704225,-0.103950106,-0.5141578,-0.82206964,-0.28844664,0.23437512,-0.65552884,0.38442296,0.0552463
Dar'Khan Drathir,0.70595497,-0.049986884,0.2643211,0.12715185,-0.046224173,-0.4361269,1.790287,-0.16473003,-1.2970012,0.22974923,-0.18724892,-0.07149618,-0.061760474,-1.1271572,0.5311837,0.7350391
Mortal Coil,0.7706269,0.07567633,0.13765931,0.36005375,-0.12939282,-0.25076747,1.7360665,0.09807343,-1.3668271,-0.04460842,-0.043923825,-0.3273361,0.002815282,-1.3602401,0.7004884,0.6992754
Rancor,-0.3750251,-0.4796447,0.46766806,-0.14996931,1.990122,-0.44638303,1.4147487,-0.20478827,-0.90704715,0.31018823,0.4684851,0.52417016,0.16301486,0.16645724,0.35614827,-0.15133503
