card_id,card_name,class, mana, attack, health, durability, armor, text
66864,Alexstrasza the Life-Binder,NEUTRAL, 9, 8, 8, , , <b>Battlecry</b>: Choose a character. If it's friendly, restore 8 Health. If it's an enemy, deal 8 damage.
64443,Darkbishop Benedictus,PRIEST, 5, 5, 6, , , <b>Start of Game:</b> If the spells in your deck are all Shadow, enter Shadowform.
63400,Devouring Ectoplasm,NEUTRAL, 3, 3, 2, , , <b>Deathrattle:</b> Summon a 2/2 Adventurer with a random bonus effect.
84292,Last Stand,WARRIOR, 1, , , , , Draw a <b>Taunt</b> minion. <b>Manathirst (7):</b> Double its stats.
69703,Warhorse Trainer,PALADIN, 3, 3, 4, , , Your Silver Hand Recruits have +2 Attack and <b>Taunt</b>.
64488,Sorcerer's Gambit,MAGE, 1, , , , , <b>Questline:</b> Cast a Fire, Frost, and Arcane spell. <b>Reward: </b>Draw a spell.
66858,Overlord Runthak,NEUTRAL, 5, 3, 6, , , <b>Rush</b>. Whenever this attacks, give +1/+1 to all minions in your hand.
75070,Topple the Idol,DEMONHUNTER, 5, , , , , <b>Dredge</b>. Reveal it and deal damage equal to its Cost to all minions.
76117,Moonbeam,DRUID, 1, , , , , Deal 1 damage to an enemy, twice.
86542,Springpaw,HUNTER, 1, 1, 1, , , <b>Rush</b> <b>Battlecry:</b> Add a 1/1 Lynx with <b>Rush</b> to your hand.
84288,Shallow Grave,WARLOCK, 2, , , , , Trigger a friendly minion's <b>Deathrattle</b>, then destroy it.
87301,Hawkstrider Rancher,NEUTRAL, 3, 2, 5, , , Whenever you play a minion, give it +1/+1 and "<b>Deathrattle:</b> Summon a 1/1 Hawkstrider."
84290,Devourer of Souls,WARLOCK, 1, 1, 3, , , After a friendly minion dies, gain its <b>Deathrattle</b>.
69645,Frothing Berserker,WARRIOR, 3, 2, 4, , , Whenever a minion takes damage, gain +1 Attack.
86535,Drakonid Operative,PRIEST, 4, 4, 5, , , <b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a copy of a card in your opponent's deck.
76294,Flametongue Totem,SHAMAN, 2, 0, 2, , , Adjacent minions have +2 Attack.
64198,Provoke,WARRIOR, 0, , , , , <b>Tradeable</b> Choose a friendly minion. Enemy minions attack it.
69607,Counterspell,MAGE, 3, , , , , <b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.
64554,Prismatic Jewel Kit,PALADIN, 1, 0, , 3, , After a friendly minion loses <b>Divine Shield</b>, give minions in your hand +1/+1. Lose 1 Durability.
64899,Touch of the Nathrezim,WARLOCK, 1, , , , , Deal 2 damage to a minion. If it dies, restore 3 Health to your hero.
79612,Scribbling Stenographer,ROGUE, 7, 4, 4, , , <b>Rush</b>. Costs (1) less for each card you've played this turn.
84623,Light of the Phoenix,WARRIOR, 4, , , , , Draw 2 cards. Costs (1) less for each damaged friendly character.
82310,Cathedral of Atonement,PRIEST, 3, , 3, , , Give a minion +2/+1 and draw a card.
74988,Disarming Elemental,PRIEST, 4, 4, 4, , , <b>Battlecry:</b> <b>Dredge</b> for your opponent. Set its Cost to (6).
79538,Arson Accusation,WARLOCK, 2, , , , , Choose a minion. Destroy it after your hero takes damage.
79790,Street Sweeper,NEUTRAL, 4, 2, 2, , , <b>Battlecry:</b> Deal 2 damage to all other minions.
63398,Mutanus the Devourer,NEUTRAL, 7, 4, 4, , , <b>Battlecry:</b> Eat a minion in your opponent's hand. Gain its stats.
70255,Lokholar the Ice Lord,NEUTRAL, 10, 8, 8, , , <b>Rush</b>, <b>Windfury</b> Costs (5) less if you have 15 Health or less.
64393,Fel Barrage,DEMONHUNTER, 2, , , , , Deal 2 damage to the lowest Health enemy, twice.
62804,Flurry (Rank 1),MAGE, 0, , , , , <b>Freeze</b> a random enemy minion. <i>(Upgrades when you have 5 Mana.)</i>
65678,Copycat,PRIEST, 3, 3, 4, , , <b>Battlecry:</b> Add a copy of the next card your opponent plays to your hand.
76968,Creepy Painting,NEUTRAL, 3, 0, 6, , , After another minion dies, become a copy of it.
69637,Lord Jaraxxus,WARLOCK, 9, , 30, , 5, <b>Battlecry:</b> Equip a 3/8 Blood Fury.
87325,Rimescale Siren,DEATHKNIGHT, 3, 2, 3, , , <b>Battlecry:</b> If you've cast three spells while holding this, <b>Freeze</b> 3 random enemy minions. <i>( left!)</i> <i>(Ready!)</i>
63211,Altar of Fire,WARLOCK, 1, , , , , Destroy the top 3 cards of each deck.
65684,Arcane Overflow,MAGE, 5, , , , , Deal 8 damage to an enemy minion. Summon a Remnant with stats equal to the excess damage.
78081,Service Bell,PALADIN, 3, , , , , <b>Discover</b> a Class card from your deck and draw all copies of it.
69744,Tidal Surge,SHAMAN, 3, , , , , <b>Lifesteal</b> Deal 4 damage to a minion.
62497,Shadowed Spirit,PRIEST, 3, 4, 3, , , <b>Deathrattle:</b> Deal 3 damage to the enemy hero.
79784,Forensic Duster,NEUTRAL, 3, 3, 4, , , <b>Battlecry:</b> Your opponent's minions cost (1) more next turn.
64723,Elwynn Boar,NEUTRAL, 1, 1, 1, , , <b>Deathrattle:</b> If you had 7 Elwynn Boars die this game, equip a 15/3 Sword of a Thousand Truths. <i>( /7)</i>
84351,Contract Conjurer,MAGE, 6, 6, 6, , , Costs (3) less for each <b>Secret</b> you control.
62933,Veteran Warmedic,PALADIN, 4, 3, 5, , , After you cast a Holy spell, summon a 2/2 Medic with <b>Lifesteal</b>.
64968,Stormwind Piper,HUNTER, 3, 1, 6, , , After this minion attacks, give your Beasts +1/+1.
71709,Barbed Nets,HUNTER, 1, , , , , Deal 2 damage to an enemy. If you played a Naga while holding this, choose a second target.
63467,Sigil of Silence,DEMONHUNTER, 0, , , , , At the start of your next turn, <b>Silence</b> all enemy minions.
71232,Pet Collector,HUNTER, 5, 4, 4, , , <b>Battlecry:</b> Summon a Beast from your deck that costs (5) or less.
64487,Auctioneer Jaxon,NEUTRAL, 2, 2, 3, , , Whenever you <b>Trade</b>, <b>Discover</b> a card from your deck to draw instead.
62702,Gold Road Grunt,NEUTRAL, 5, 3, 7, , , <b>Taunt</b> <b>Frenzy:</b> Gain Armor equal to the damage taken.
69638,Slam,WARRIOR, 10, , , , , Summon four 3/5 Clefthoofs that attack random enemies.
69699,Snap Freeze,MAGE, 1, , , , , <b>Freeze</b> a minion. If it's already <b>Frozen</b>, destroy it.
76301,Darius Crowley,WARRIOR, 5, 4, 5, , , <b>Rush</b> After this attacks and kills a minion, gain +2/+2.
69724,Lone Champion,NEUTRAL, 3, 2, 4, , , <b>Battlecry:</b> If you control no other minions, gain <b>Taunt</b> and <b>Divine Shield</b>.
64355,Tiny Toys,SHAMAN, 6, , , , , Summon four random 5-Cost minions. Make them 2/2.
78222,Burden of Pride,WARRIOR, 4, , , , , Summon three 1/3 Jailers with <b>Taunt</b>. If you have 20 or less Health, give them +1/+1.
66880,Herald of Lokholar,NEUTRAL, 4, 3, 5, , , <b>Battlecry:</b> Draw a Frost spell.
63726,Horde Operative,NEUTRAL, 3, 3, 4, , , <b>Battlecry:</b> Copy your opponent's <b>Secrets</b> and put them into play.
79935,Murloc Holmes,NEUTRAL, 3, 3, 4, , , <b>Battlecry:</b> Solve 3 Clues about your opponent's cards to get copies of them.
67887,Warden of Chains,DEMONHUNTER, 4, 2, 6, , , <b>Taunt</b> <b>Battlecry:</b> If you're holding a Demon that costs (5) or more, gain +1/+2.
72598,School Teacher,NEUTRAL, 4, 4, 4, , , <b>Battlecry:</b> Add a 1/1 Nagaling to your hand. <b>Discover</b> a spell that costs (3) or less to teach it.
71292,Curse of Agony,WARLOCK, 1, , , , , Shuffle three Agonies into the opponent's deck. They deal Fatigue damage when drawn.
79772,Weapons Expert,WARRIOR, 3, 3, 2, , , <b>Battlecry:</b> If you have a weapon equipped, give it +1/+1. Otherwise, draw a weapon.
76312,Brann Bronzebeard,NEUTRAL, 3, 2, 4, , , Your <b>Battlecries</b> trigger twice.
87329,Frost Queen Sindragosa,DEATHKNIGHT, 7, 6, 6, , , <b>Colossal +2</b> After an enemy minion is <b>Frozen</b>, destroy it.
84299,Disruptive Spellbreaker,WARRIOR, 5, 4, 6, , , At the end of your turn, your opponent discards a spell.
70024,Spirit Guide,PRIEST, 5, 5, 5, , , <b>Taunt</b> <b>Deathrattle:</b> Draw a Holy spell and a Shadow spell.
84300,"Asvedon, the Grandshield",WARRIOR, 3, 3, 4, , , <b>Taunt</b> <b>Battlecry:</b> Cast a copy of the last spell your opponent played.
79563,Masked Reveler,NEUTRAL, 6, 4, 4, , , <b>Rush</b> <b>Deathrattle:</b> Summon a 2/2 copy of another minion in your deck.
66856,Taelan Fordring,NEUTRAL, 5, 3, 3, , , <b><b>Taunt</b>, Divine Shield</b> <b>Deathrattle:</b> Draw your highest Cost minion.
86661,The Purator,PALADIN, 5, 4, 6, , , <b>Taunt</b> <b>Battlecry:</b> If your deck has no Neutral cards, draw a minion of each minion type.
84132,Animate Dead,PRIEST, 1, , , , , Resurrect a friendly minion that costs (3) or less.
76273,Blizzard,MAGE, 6, , , , , Deal 2 damage to all enemy minions and <b>Freeze</b> them.
64423,Fire Sale,MAGE, 4, , , , , <b>Tradeable</b> Deal 3 damage to all minions.
64429,Voidtouched Attendant,PRIEST, 1, 1, 3, , , Both heroes take one extra damage from all sources.
64392,Void Shard,PRIEST, 4, , , , , <b>Lifesteal</b> Deal 4 damage.
77368,Identity Theft,PRIEST, 3, , , , , <b>Discover</b> a copy of a card from your opponent's hand and deck.
86725,"Rivendare, Warrider",NEUTRAL, 6, 6, 6, , , <b>Deathrattle:</b> Shuffle the other 3 Horsemen into your deck.
69557,Murloc Tidehunter,NEUTRAL, 2, 2, 1, , , <b>Battlecry:</b> Summon a 1/1 Murloc Scout.
78275,Ghastly Gravedigger,ROGUE, 3, 4, 3, , , <b>Battlecry:</b> If you control a <b>Secret</b>, choose a card in your opponent's hand to shuffle into their deck.
62927,Northwatch Commander,PALADIN, 3, 3, 4, , , <b>Battlecry:</b> If you control a <b>Secret</b>, draw a minion.
86624,Cannibalize,PRIEST, 4, , , , , Destroy a minion. Restore its Health to all friendly characters.
75910,Suspicious Pirate,WARRIOR, 3, 3, 4, , , <b>Battlecry:</b> <b>Discover</b> a weapon. If your opponent guesses your choice, they get a copy.
69661,Crazed Alchemist,NEUTRAL, 2, 2, 2, , , <b>Battlecry:</b> Swap the Attack and Health of a minion.
72648,Rainbow Glowscale,NEUTRAL, 2, 2, 3, , , <b>Spell Damage +1</b>
76313,Elise Starseeker,NEUTRAL, 4, 3, 5, , , <b>Battlecry:</b> Shuffle the 'Map to the Golden Monkey' into your deck.
62813,Prospector's Caravan,HUNTER, 2, 1, 3, , , At the start of your turn, give all minions in your hand +1/+1.
87326,Construct Quarter,DEATHKNIGHT, 4, , 2, , , Destroy a friendly minion to summon a 4/5 Undead with <b>Rush</b>.
63277,Kindling Elemental,NEUTRAL, 1, 1, 2, , , <b>Battlecry:</b> The next Elemental you play costs (1) less.
63126,Whirling Combatant,WARRIOR, 4, 3, 6, , , <b>Battlecry and Frenzy:</b> Deal 1 damage to all other minions.
77370,Clean the Scene,PRIEST, 5, , , , , Destroy all minions with 3 or less Attack. <b>Infuse ( ):</b> 6 or less.
76982,Primordial Wave,SHAMAN, 3, , , , , Transform enemy minions into ones that cost (1) less and friendly minions into ones that cost (1) more.
86112,Concoctor,ROGUE, 1, 1, 2, , , <b>Battlecry:</b> Add a random Concoction to your hand.
70636,Contraband Stash,ROGUE, 5, , , , , Replay 5 cards from other classes you've played this game.
86438,Tear Reality,MAGE, 4, , , , , Add 2 random Mage spells from the past to your hand. They cost (2) less.
77704,"Remornia, Living Blade",WARRIOR, 7, 5, 10, , , <b>Rush</b> After this attacks, equip it.
78202,Hedge Maze,DRUID, 3, , 2, , , Trigger a friendly minion's <b>Deathrattle</b>.
77298,Mysterious Visitor,PRIEST, 2, 2, 3, , , <b>Battlecry:</b> Reduce the Cost of cards copied from your opponent by (2).
69676,Faceless Manipulator,NEUTRAL, 5, 3, 3, , , <b>Battlecry:</b> Choose a minion and become a copy of it.
63677,Runed Mithril Rod,WARLOCK, 5, 0, , 2, , After you draw 4 cards, reduce the Cost of cards in your hand by (1). Lose 1 Durability.
69643,Grommash Hellscream,WARRIOR, 8, 4, 9, , , <b>Charge</b> Has +6 Attack while damaged.
71705,Barbaric Sorceress,NEUTRAL, 6, 3, 7, , , <b>Taunt</b>. <b>Battlecry:</b> Swap the Cost of a random spell in each player's hand.
67210,Siphon Mana,MAGE, 2, , , , , Deal 2 damage. <b>Honorable Kill</b>: Reduce the Cost of spells in your hand by (1).
79932,Famished Fool,NEUTRAL, 5, 3, 5, , , <b>Battlecry:</b> Draw a card. <b>Infuse ( ):</b> Draw 3 instead.
86669,Shambling Chow,DEMONHUNTER, 1, 2, 3, , , <b>Rush</b> <b>Deathrattle:</b> Deal 4 damage to your hero.
84393,Silvermoon Farstrider,HUNTER, 2, 2, 3, , , <b>Battlecry:</b> Give all Arcane spells in your hand <b>Spell Damage +1</b>.
69507,Aldrachi Warblades,DEMONHUNTER, 3, 2, , 2, , <b>Lifesteal</b>
67233,Ram Commander,NEUTRAL, 2, 2, 2, , , <b>Battlecry:</b> Add two 1/1 Rams with <b>Rush</b> to your hand.
79552,Shadehound,HUNTER, 5, 6, 5, , , Whenever this attacks, give your other Beasts +2/+2. <b>Infuse ( Beasts):</b> Gain <b>Rush</b>.
77210,Swordfish,ROGUE, 3, 2, , 3, , <b>Battlecry:</b> <b>Dredge</b>. If it's a Pirate, give this weapon and the Pirate +2 Attack.
64419,Twilight Deceptor,PRIEST, 2, 2, 3, , , <b>Battlecry:</b> If any hero took damage this turn, draw a Shadow spell.
66939,Shadowcrafter Scabbs,ROGUE, 8, , 30, , 5, <b>Battlecry:</b> Return all minions to their owner's hands. Summon two 4/2 Shadows with <b>Stealth</b>.
86120,Potionmaster Putricide,ROGUE, 2, 1, 4, , , After a minion dies, add a Concoction to your hand.
72021,Gorloc Ravager,NEUTRAL, 5, 4, 3, , , <b>Battlecry:</b> Draw 3 Murlocs.
78397,"Orion, Mansion Manager",MAGE, 4, 3, 5, , , After a friendly <b>Secret</b> is revealed, cast a different Mage <b>Secret</b> and gain +2/+2.
75580,Ozumat,NEUTRAL, 8, 6, 5, , , <b>Colossal +6</b> <b>Deathrattle:</b> For each of Ozumat's Tentacles, destroy a random enemy minion.
77016,Azsharan Sweeper,MAGE, 3, 3, 4, , , <b>Battlecry:</b> Put a 'Sunken Sweeper' on the bottom of your deck.
63059,Reckless Apprentice,MAGE, 4, 3, 5, , , <b>Battlecry:</b> Fire your Hero Power at all enemies.
64368,Alliance Bannerman,PALADIN, 3, 2, 2, , , <b>Battlecry:</b> Draw a minion. Give minions in your hand +1/+1.
72254,Azsharan Scavenger,WARLOCK, 2, 2, 3, , , <b>Battlecry:</b> Put a 'Sunken Scavenger' on the bottom of your deck.
62347,"Aegwynn, the Guardian",MAGE, 5, 5, 5, , , <b>Spell Damage +2</b> <b>Deathrattle:</b> The next minion you draw inherits these powers.
70021,Undying Disciple,PRIEST, 6, 3, 7, , , <b>Taunt</b> <b>Deathrattle:</b> Deal damage equal to this minion's Attack to all enemy minions.
70282,Captain Galvangar,WARRIOR, 6, 6, 6, , , <b>Battlecry:</b> If you have gained 15 or more Armor this game, gain +3/+3 and <b>Charge</b>. <i>( left!)</i> <i>(Ready!)</i>
66872,Deathwing the Destroyer,NEUTRAL, 10, 12, 12, , , <b>Battlecry:</b> Destroy all other minions. Discard a card for each destroyed.
76922,Suffocating Shadows,WARLOCK, 3, , , , , When you play or discard this, destroy a random enemy minion.
86209,Ghostly Strike,ROGUE, 1, , , , , Deal 1 damage. <b>Combo:</b> Draw a card.
86317,Bonelord Frostwhisper,NEUTRAL, 6, 6, 6, , , <b>Deathrattle:</b> For the rest of the game, your first card each turn costs (0). You die in 3 turns.
69606,Cone of Cold,MAGE, 3, , , , , <b>Freeze</b> a minion and the minions next to it, and deal 1 damage to them.
84289,Twisted Tether,WARLOCK, 4, , , , , Destroy a minion. Give its stats to a random Undead in your hand.
65691,Man the Cannons,WARRIOR, 2, , , , , Deal 3 damage to a minion and 1 damage to all other minions.
69521,Backstab,ROGUE, 0, , , , , Deal 2 damage to an undamaged minion.
71227,Gear Grubber,NEUTRAL, 4, 4, 5, , , <b>Taunt</b>. If you end your turn with any unspent Mana, reduce this card's Cost by (1).
69545,Tracking,HUNTER, 1, , , , , <b>Discover</b> a card from your deck.
69634,Siphon Soul,WARLOCK, 4, , , , , Destroy a minion. Restore 3 Health to your hero.
84237,Arcane Quiver,HUNTER, 2, , , , , <b>Discover</b> a spell from your deck. If it's Arcane, give it <b>Spell Damage +1</b>.
76275,Lyra the Sunshard,PRIEST, 5, 3, 5, , , Whenever you cast a spell, add a random Priest spell to your hand.
78079,Steamcleaner,NEUTRAL, 5, 5, 5, , , <b>Battlecry:</b> Destroy ALL cards in both players' decks that didn't start there.
69542,Sen'jin Shieldmasta,NEUTRAL, 4, 3, 5, , , <b>Taunt</b>
75635,Tidal Revenant,WARRIOR, 8, 5, 8, , , <b>Battlecry:</b> Deal 5 damage. Gain 8 Armor.
79757,Attorney-at-Maw,DRUID, 2, 1, 3, , , <b>Choose One -</b> <b>Silence</b> a minion; or Give a minion <b>Immune</b> this turn.
94889,Darkfallen Shadow,NEUTRAL, 3, 3, 3, , , <b>Rush</b> <b>Manathirst ( ):</b> Gain <b>Reborn</b>.
71235,Spirit Mount,SHAMAN, 2, , , , , Give a minion +1/+2 and <b>Spell Damage +1</b>. When it dies, summon a Spirit Raptor.
77149,Private Eye,ROGUE, 4, 3, 4, , , <b>Battlecry:</b> Cast a <b>Secret</b> from your deck. <b>Combo:</b> Cast 2 instead.
65677,Defias Leper,PRIEST, 2, 3, 2, , , <b>Battlecry:</b> If you're holding a Shadow spell, deal 2 damage.
63216,Blood Shard Bristleback,WARLOCK, 3, 3, 3, , , <b>Lifesteal</b>. <b>Battlecry:</b> If your deck contains 10 or fewer cards, deal 6 damage to a minion.
72928,Naga's Pride,HUNTER, 3, , , , , Summon two 2/2 Lionfish. If you played a Naga while holding this, give them +1/+1.
71781,"Sir Finley, Sea Guide",NEUTRAL, 1, 1, 3, , , <b>Battlecry:</b> Swap your hand with the bottom of your deck.
62588,"Kazakus, Golem Shaper",NEUTRAL, 4, 3, 3, , , <b>Battlecry:</b> If your deck has no 4-Cost cards, build a custom Golem.
63673,Celestial Ink Set,MAGE, 2, 0, , 2, , After you spend 5 Mana on spells, reduce the Cost of a spell in your hand by (5). Lose 1 Durability.
63230,Taintheart Tormenter,DEMONHUNTER, 8, 8, 8, , , <b>Taunt</b> Your opponent's spells cost (2) more.
69629,Lightning Storm,SHAMAN, 3, , , , , Deal 3 damage to all enemy minions. <b>Overload:</b> (1)
77374,Azsharan Ritual,PRIEST, 4, , , , , <b>Silence</b> a minion and summon a copy of it. Put a 'Sunken Ritual' on the bottom of your deck.
82369,Sinstone Graveyard,ROGUE, 3, , 2, , , Summon a / Ghost. <i>(Has +1/+1 for each other card you played this turn!)</i>
64726,Lady Prestor,NEUTRAL, 6, 6, 7, , , <b>Battlecry:</b> Transform minions in your deck into random Dragons. <i>(They keep their original stats and Cost.)</I>
79739,Clear Conscience,PRIEST, 3, , , , , Give a friendly minion +2/+3 and "Only you can target this with spells and Hero Powers."
78601,Patchwerk,DEATHKNIGHT, 7, 4, 6, , , <b>Battlecry:</b> Destroy a random minion in your opponent's hand, deck, and battlefield.
76285,Buccaneer,ROGUE, 1, 2, 1, , , Whenever you equip a weapon, give it +1 Attack.
78373,Dredger Staff,NEUTRAL, 1, 1, 2, , , <b>Battlecry:</b> Give minions in your hand +1 Health.
62703,Peon,NEUTRAL, 2, 2, 3, , , <b>Frenzy:</b> Add a random spell from your class to your hand.
67375,Gankster,NEUTRAL, 2, 4, 2, , , <b>Stealth</b> After your opponent plays a minion, attack it.
62876,Soothsayer's Caravan,PRIEST, 2, 1, 3, , , At the start of your turn, copy a spell from your opponent's deck to your hand.
77152,Halkias,ROGUE, 4, 5, 4, , , <b>Stealth</b>. <b>Deathrattle:</b> Store Halkias's soul inside of a friendly <b>Secret</b>. It resummons Halkias when triggered.
72592,Obsidiansmith,WARRIOR, 2, 3, 2, , , <b>Battlecry:</b> <b>Dredge</b>. If it's a minion or a weapon, give it +1/+1.
71729,Slimescale Diver,NEUTRAL, 3, 2, 4, , , <b>Dormant</b> for 1 turn. <b>Rush</b>, <b>Poisonous</b>
69506,Sightless Watcher,DEMONHUNTER, 2, 3, 2, , , <b>Battlecry:</b> Look at 3 cards in your deck. Choose one to put on top.
78080,Muckborn Servant,PALADIN, 3, 2, 4, , , <b>Taunt</b> <b>Battlecry:</b> <b>Discover</b> a Paladin card.
65598,Parrrley,ROGUE, 1, , , , , Swap this for a card in your opponent's deck.
79593,All Fel Breaks Loose,DEMONHUNTER, 5, , , , , Summon a friendly Demon that died this game. <b>Infuse ( Demons):</b> Summon three instead.
81972,Harbinger of Winter,DEATHKNIGHT, 2, 2, 2, , , <b>Deathrattle:</b> Draw a Frost spell.
78348,Unholy Frenzy,DEATHKNIGHT, 2, , , , , Choose an enemy minion. Your minions attack it. Resummon any that die.
79531,Criminal Lineup,SHAMAN, 8, , , , , Choose a friendly minion. Summon 3 copies of it. <b>Overload:</b> (2)
62871,Void Flayer,PRIEST, 4, 3, 4, , , <b>Battlecry:</b> For each spell in your hand, deal 1 damage to a random enemy minion.
72590,Guard the City,WARRIOR, 2, , , , , Gain 3 Armor. Summon a 2/3 Naga with <b>Taunt</b>.
64034,SI:7 Operative,ROGUE, 3, 2, 4, , , <b>Rush</b> After this attacks a minion, gain <b>Stealth</b>.
86550,Mossy Horror,NEUTRAL, 6, 2, 7, , , <b>Battlecry:</b> Destroy all other minions with 2 or less Attack.
85810,Coilfang Constrictor,NEUTRAL, 4, 5, 4, , , <b>Battlecry:</b> Look at 3 cards in your opponent's hand and choose one. It can't be played next turn.
70239,Stormpike Marshal,NEUTRAL, 4, 2, 6, , , <b>Taunt</b> If you took 5 or more damage on your opponent's turn, this costs (1).
84357,Amorphous Slime,WARLOCK, 5, 5, 3, , , <b>Battlecry:</b> Discard a random Undead. <b>Deathrattle:</b> Summon a copy of it.
69500,Arcane Intellect,MAGE, 3, , , , , Draw 2 cards.
85034,Prismatic Elemental,MAGE, 2, 1, 3, , , <b>Battlecry:</b> <b>Discover</b> a spell from any class. It costs (1) less.
76282,Imp Gang Boss,WARLOCK, 3, 2, 4, , , Whenever this minion takes damage, summon a 1/1 Imp.
69601,King Krush,HUNTER, 7, 2, 4, , , <b>Battlecry:</b> If your deck has no duplicates, summon King Krush.
78418,Castle Kennels,HUNTER, 2, , 3, , , Give a friendly minion +2 Attack. If it's a Beast, give it <b>Rush</b>.
69608,Ice Barrier,MAGE, 3, , , , , <b>Secret:</b> When your hero is attacked, gain 8 Armor.
84387,Amber Whelp,NEUTRAL, 3, 3, 3, , , <b>Battlecry:</b> If you're holding a Dragon, deal 3 damage.
65683,Deepwater Evoker,MAGE, 4, 3, 4, , , <b>Battlecry:</b> Draw a spell. Gain Armor equal to its Cost.
73726,Xhilag of the Abyss,DEMONHUNTER, 7, 3, 6, , , <b>Colossal +4</b> At the start of your turn, increase the damage of Xhilag's Stalks by 1.
84133,Bonecaller,PRIEST, 4, 2, 5, , , <b>Taunt</b> <b>Deathrattle</b>: Resurrect a friendly Undead that died this game.
69742,Swashburglar,ROGUE, 1, 1, 2, , , <b>Battlecry:</b> Add a random card from another class to your hand.
93881,Thori'belore,WARRIOR, 4, 4, 4, , , <b>Rush</b>. <b>Deathrattle:</b> Go <b>Dormant</b>. Cast a Fire spell to revive Thori'belore!
75579,Snapdragon,NEUTRAL, 3, 3, 3, , , <b>Battlecry:</b> Give all <b>Battlecry</b> minions in your deck +1/+1.
67932,Windchill,SHAMAN, 2, 3, 2, , , <b>Battlecry:</b> Add a Windchill to your hand.
72536,Crabatoa,ROGUE, 6, 6, 5, , , <b>Colossal +2</b> Your Crabatoa Claws have +2 Attack.
80120,Drown,PRIEST, 4, , , , , Put an enemy minion on the bottom of your deck.
72417,Click-Clocker,NEUTRAL, 1, 1, 1, , , <b>Divine Shield</b>. <b>Battlecry:</b> Give a random Mech in your hand +1/+1.
69543,Chillwind Yeti,NEUTRAL, 4, 4, 5, , , 
76583,Herald of Light,PRIEST, 3, 3, 4, , , <b>Battlecry:</b> If you've cast a Holy spell while holding this, restore 6 Health to all friendly characters.
70245,Mountain Bear,HUNTER, 7, 5, 6, , , <b>Taunt</b> <b>Deathrattle:</b> Summon two 2/4 Cubs with <b>Taunt</b>.
76041,Forsaken Lieutenant,ROGUE, 2, 2, 2, , , <b><b>Stealth</b>.</b> After you play a <b>Deathrattle</b> minion, become a 2/2 copy of it with <b>Rush</b>.
69721,Grim Necromancer,NEUTRAL, 4, 2, 4, , , <b>Battlecry:</b> Summon two 1/1 Skeletons.
67871,Shivering Sorceress,MAGE, 1, 2, 2, , , <b>Battlecry:</b> Reduce the Cost of the highest Cost spell in your hand by (1).
63191,Grimoire of Sacrifice,WARLOCK, 1, , , , , Destroy a friendly minion. Deal 2 damage to all enemy minions.
64385,Composting,DRUID, 2, , , , , Give your minions "<b>Deathrattle:</b> Draw a card."
70295,Clawfury Adept,DRUID, 2, 2, 3, , , <b>Battlecry:</b> Give all other friendly characters +1 Attack this turn.
76323,Plated Beetle,NEUTRAL, 2, 2, 3, , , <b>Deathrattle:</b> Gain 3 Armor.
64292,Best in Shell,DRUID, 6, , , , , <b>Tradeable</b> Summon two 2/7 Turtles with <b>Taunt</b>.
84293,Silverfury Stalwart,WARRIOR, 6, 4, 8, , , <b><b>Taunt</b>, Rush</b> Can't be targeted by spells or Hero Powers.
86483,Stitched Creation,ROGUE, 3, 1, 1, , , <b>Combo:</b> Gain +2/+2. <b>Infuse ( ):</b> Gain +3/+3. <b>Manathirst ( ):</b> Gain +4/+4.
72938,Pelican Diver,NEUTRAL, 1, 4, 1, , , <b>Dormant</b> for 1 turn. <b>Rush</b>
62585,Mor'shan Watch Post,NEUTRAL, 3, 3, 5, , , Can't attack. After your opponent plays a minion, summon a 2/2 Grunt.
80087,Drakkari Embalmer,NEUTRAL, 3, 3, 4, , , <b>Battlecry:</b> Give a friendly Undead <b>Reborn</b>.
84361,Undying Allies,PRIEST, 0, , , , , After you play an Undead this turn, give it <b>Reborn</b>.
72504,Selfish Shellfish,NEUTRAL, 4, 7, 7, , , <b>Deathrattle:</b> Your opponent draws 2 cards.
77308,Sinrunner,NEUTRAL, 5, 6, 5, , , <b>Deathrattle:</b> Destroy a random enemy minion.
80014,Ymirjar Frostbreaker,DEATHKNIGHT, 1, 1, 2, , , <b>Battlecry:</b> Gain +1 Attack for each Frost spell in your hand.
69700,Babbling Book,MAGE, 1, 1, 2, , , <b>Battlecry:</b> Add a random Mage spell to your hand.
69639,Armorsmith,WARRIOR, 5, 2, 7, , , <b>Taunt</b> Whenever this minion deals damage, gain that much Armor.
79778,Afterlife Attendant,NEUTRAL, 3, 3, 4, , , Your <b>Infuse</b> cards also <b>Infuse</b> while in your deck.
69701,Ethereal Conjurer,MAGE, 5, 6, 4, , , <b>Battlecry: Discover</b> a spell.
78317,Howling Blast,DEATHKNIGHT, 3, , , , , Deal 3 damage to an enemy and <b>Freeze</b> it. Deal 1 damage to all other enemies.
71922,Abyssal Depths,DEMONHUNTER, 3, , , , , Draw your two lowest Cost minions.
75639,Commander Ulthok,WARLOCK, 5, 7, 7, , , <b>Battlecry:</b> Your opponent's cards cost Health instead of Mana next turn.
78419,Ara'lon,HUNTER, 5, 4, 5, , , <b>Battlecry:</b> Summon one of each <b>Dormant</b> Wildseed.
63252,Hecklefang Hyena,NEUTRAL, 2, 2, 4, , , <b>Battlecry:</b> Deal 3 damage to your hero.
